Benefits,Company,Education,Industry,Industry_label,Job_function,Job_title,Level,Location,Posting_date,Salary,Work_exp
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Ltd,Bachelor,All IT,Information Technology,"['IT (Mobile Applications Developer)', 'IT (Application - Software)', 'IT (Software / Web Developer)']",Mobile Application Developer,Middle,Sai Kung District / Sai Kung,Posting Date: 2020-08-23,--,3-5
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Ltd,Associate Degree / Higher Diploma,All IT,Information Technology,"['IT (Application - Software)', 'IT (Software / Web Developer)', 'IT (Systems / Technical Support)']",Junior Programmer (Java/JSP),General,Kwun Tong District / Kowloon Bay,Posting Date: 2020-08-23,--,--
"['', 'Five-Day Work', '', 'Medical Insurance']",CL Technical Services Ltd,F.5 / HKCEE,All IT,Information Technology,['IT (Systems / Technical Support)'],Customer Service Representative (Call Centre),General,Yau Tsim Mong District / Tai Kok Tsui,Posting Date: 2020-08-23,--,1
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Ltd,Bachelor,All IT,Information Technology,"['IT (Application - Software)', 'IT (Software / Web Developer)', 'IT (System Analyst)', 'IT (Systems / Technical Support)', 'IT (Technical / Functional Consulting)']",UAT Tester,Middle,Kwun Tong District / Kowloon Bay,Posting Date: 2020-08-23,--,3
"['', 'Bank Holiday', '', 'Five-Day Work', '', 'Medical Insurance']",Infotech Services (HK) Limited,Bachelor,All IT,Civil Service / Government,"['Government (Government)', 'IT (Application - Software)', 'IT (System Analyst)', 'IT (Technical Writing)', 'IT (Others)']",Analyst Programmer - Java,Middle,Kwun Tong District / Kowloon Bay,Posting Date: 2020-08-22,--,3
"['', 'Five-Day Work']",CL Technical Services Ltd,Diploma,All IT,Information Technology,"['IT (Application - Network)', 'IT (Hardware)', 'IT (Network & System)', 'IT (System Engineer / Network Engineer)', 'IT (Systems / Technical Support)']",Deskside Support Engineer (VIP Support),General,Yau Tsim Mong District / Tsim Sha Tsui,Posting Date: 2020-08-22,--,2
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Limited,F.5 / HKCEE,All IT,Information Technology,"['IT (Hardware)', 'IT (Systems / Technical Support)', 'IT (Network & System)']",Data Center Operator ($13K to $18K),General,Central & Western DistrictKwun Tong District / Kwun Tong,Posting Date: 2020-08-22,--,1-10
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Limited,--,All IT,Information Technology,"['IT (Hardware)', 'IT (Systems / Technical Support)', 'IT (Network & System)']",PC Field Engineer,General,Central & Western District,Posting Date: 2020-08-22,--,--
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Limited,DSE ,All IT,Information Technology,"['IT (Hardware)', 'IT (Network & System)']",Technical / Deskside Support Engineer (1-2 years / Fresh graduates),General,,Posting Date: 2020-08-22,--,1-2
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Ltd,Bachelor,All IT,Information Technology,"['IT (Mobile Applications Developer)', 'IT (Application - Software)', 'IT (Software / Web Developer)']",Apps Developer (Mobile),Middle,Sai Kung District / Sai Kung,Posting Date: 2020-08-22,--,3-5
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Limited,Associate Degree / Higher Diploma,All IT,Information Technology,"['IT (Application - Software)', 'IT (Systems / Technical Support)', 'IT (Software / Web Developer)']",Java Junior Programmer (Fresh graduates) ,General,Central & Western District,Posting Date: 2020-08-22,--,--
"['', 'Bonus for a recruit / new joiner', '', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Limited,--,All IT,Information Technology,"['IT (Others)', 'IT (Hardware)', 'Customer Service (Customer Service)']",Customer Service Executive –Call Centre (fresh grad./part-time),General,Kowloon / Kowloon,Posting Date: 2020-08-22,--,--
"['', 'Five-Day Work']",CL Technical Services Ltd,Bachelor,All IT,Information Technology,"['IT (Software / Web Developer)', 'IT (Application - Software)', 'IT (Others)']",System Analyst ($30-45K),Middle,Kowloon,Posting Date: 2020-08-22,"$30,000 - $45,000",3
"['', 'Bank Holiday', '', 'Birthday Leave', '', 'Dental Insurance', '', 'Education Allowance', '', 'Five-Day Work', '', 'Housing Allowance', '', 'Life Insurance', '', 'Meal Allowance', '', 'Medical Insurance', '', 'On-the-job training', '', 'Performance Bonus']",Nanyang Commercial Bank ,Bachelor,All IT,Banking / Finance / Securities / Investments,"['Banking / Finance / Securities (Others)', 'IT (System Analyst)']",Graduate Recruitment - Information Technology (Ref:IT-GP-RC),General,Central & Western District,Posting Date: 2020-08-22,--,0 - 1
,Yeko Trading Ltd,Diploma,All IT,Trading,"['IT (Program Specialist)', 'Part Time / Temporary Job / Contract (Part Time / Temporary Job / Contract )']",Part Time Analyst Programmer,Middle,Sham Shui Po District / Cheung Sha Wan,Posting Date: 2020-08-21,--,5-8
"['', 'Five-Day Work', '', 'Medical Insurance']","Shun Hing Technology Co., Ltd.",Bachelor,All IT,Trading,"['Sales (Business Development)', 'Sales (Customer Service - Supervisor / Officer)', 'Sales (Others)', 'Education (Others)', 'IT (Others)']",Sales Representative / Sales Executive (Education / Commercial Sectors),General,,Posting Date: 2020-08-21,--,2 or above
"['', 'Five-Day Work', '', 'Medical Insurance']","Shun Hing Technology Co., Ltd.",Bachelor,All IT,Trading,"['IT (Application - Software)', 'Sales (Business Development)', 'Sales (Others)', 'Marketing / Public Relations (Management)', 'Marketing / Public Relations (Marketing - General / Support)']",Senior Manager (Software solutions application),General,,Posting Date: 2020-08-21,--,8 or above
,CL Technical Services Ltd,Diploma,All IT,Information Technology,"['IT (Application - Network)', 'IT (Network & System)', 'IT (Systems / Technical Support)']",Data Centre Operator,General,Yau Tsim Mong District / Tsim Sha Tsui,Posting Date: 2020-08-21,--,1 or above
"['', 'Five-Day Work', '', 'Medical Insurance']",CL Technical Services Ltd,Bachelor,All IT,Information Technology,"['IT (DBA)', 'IT (Technical / Functional Consulting)', 'IT (Others)']",(Big Data) Data Analyst,Middle,Sai Kung District / Sai Kung,Posting Date: 2020-08-21,--,5
"['', 'Bank Holiday', '', 'Five-Day Work', '', 'Medical Insurance']",CL Technical Services Limited,Associate Degree / Higher Diploma,All IT,Information Technology,"['IT (Application - Software)', 'IT (Software / Web Developer)', 'IT (System Analyst)']",C# .Net Analyst Programmer,General,Central & Western District,Posting Date: 2020-08-21,--,2-4
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Limited,Certificate,All IT,Information Technology,"['Customer Service (Customer Service)', 'IT (Others)']",Customer Service Officer (Hotline),General,,Posting Date: 2020-08-21,--,--
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Limited,--,All IT,Information Technology,"['IT (Network & System)', 'IT (Systems / Technical Support)', 'IT (Hardware)']",Field Service Engineer (Welcome fresh grad),General,Central & Western District,Posting Date: 2020-08-21,--,--
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Ltd,Bachelor,All IT,Information Technology,"['IT (Mobile Applications Developer)', 'IT (Application - Software)', 'IT (Software / Web Developer)']",Mobile Apps Developer (iOS / Android),Middle,Sai Kung District / Sai Kung,Posting Date: 2020-08-21,--,3-5
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Limited,Associate Degree / Higher Diploma,All IT,Information Technology,"['IT (Application - Software)', 'IT (Software / Web Developer)', 'IT (Others)']",System Analyst (Java / J2EE),Middle,Central & Western District,Posting Date: 2020-08-21,--,5
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Limited,--,All IT,Information Technology,"['IT (Systems / Technical Support)', 'IT (Network & System)', 'IT (Others)']",Deskside / Helpdesk Support Engineer,General,Hong Kong,Posting Date: 2020-08-21,--,--
"['', 'Dental Insurance', '', 'Free Shuttle Bus', '', 'Life Insurance', '', 'Medical Insurance', '', 'Performance Bonus']",Build King Holdings Ltd,Diploma,All IT,Building / Construction,"['IT (Network & System)', 'IT (DBA)', 'IT (Others)']",Data Engineer (Ref: RE/CB-DE),General,Kwun Tong District / Kwun Tong,Posting Date: 2020-08-21,--,2
"['', 'Dental Insurance', '', 'Free Shuttle Bus', '', 'Life Insurance', '', 'Medical Insurance', '', 'Performance Bonus']",Build King Holdings Ltd,Diploma,All IT,Building / Construction,"['IT (Application - Software)', 'IT (Systems / Technical Support)', 'IT (Product Management / Business Analyst)']",IT Officer - Operation Support - Tung Chung (Ref:RE/ITOSTC),General,Outlying Islands / Tung Chung,Posting Date: 2020-08-21,--,2
,John Swire & Sons (HK) Limited,Bachelor,All IT,Logistics,"['IT (IT Auditing)', 'IT (DBA)', 'IT (Security Specialist / Risk Management)', 'IT (Others)']",I.T. Auditor (REF: 20-22),Middle,Eastern District / Quarry Bay,Posting Date: 2020-08-21,--,3
"['', 'Bank Holiday', '', 'Five-Day Work']",EPOINT SYSTEMS HK LIMITED,Associate Degree / Higher Diploma,All IT,Trading,"['IT (IT Management)', 'IT (Network & System)', 'IT (Systems / Technical Support)', 'IT (Application - Software)']",IT主管,Middle,Kwun Tong District / Kwun Tong,Posting Date: 2020-08-21,"$15,000 - $18,000",5
"['', 'Bank Holiday', '', 'Five-Day Work']",EPOINT SYSTEMS HK LIMITED,Associate Degree / Higher Diploma,All IT,Trading,"['IT (IT Management)', 'IT (Network & System)', 'IT (Systems / Technical Support)', 'IT (Application - Software)']",IT經理,Middle,Kwun Tong District / Kwun Tong,Posting Date: 2020-08-21,"$20,000 - $22,000",5
"['', 'Bank Holiday', '', 'Five-Day Work']",EPOINT SYSTEMS HK LIMITED,Associate Degree / Higher Diploma,All IT,Trading,"['IT (System Analyst)', 'IT (Network & System)', 'IT (Systems / Technical Support)', 'IT (Application - Software)']",方案決解顧問,General,Kwun Tong District / Kwun Tong,Posting Date: 2020-08-21,"$12,000 - $15,000",2
"['', 'Bank Holiday', '', 'Five-Day Work']",酩悅香港有限公司,Certificate,All IT,Trading,"['IT (Hardware)', 'IT (Network & System)', 'IT (Systems / Technical Support)', 'IT (Application - Software)']",高級POS技術員,General,Kwun Tong District / Kwun TongOverseas,Posting Date: 2020-08-21,"$18,000 - $22,000",3
"['', 'Bank Holiday', '', 'Five-Day Work']",EPOINT SYSTEMS HK LIMITED,Certificate,All IT,Trading,"['IT (Hardware)', 'IT (Network & System)', 'IT (Systems / Technical Support)', 'IT (Application - Software)']",電腦程式員,General,Kwun Tong District / Kwun Tong,Posting Date: 2020-08-21,"$15,000 - $18,000",2
"['', 'Bank Holiday', '', 'Five-Day Work']",EPOINT SYSTEMS HK LIMITED,Certificate,All IT,Trading,"['IT (Application - Software)', 'IT (Application - Network)', 'IT (Systems / Technical Support)', 'IT (Others)']",高級電腦程式員,General,Kwun Tong District / Kwun TongOverseas,Posting Date: 2020-08-21,"$15,000 - $18,000",3
"['', 'Bank Holiday', '', 'Five-Day Work']",EPOINT SYSTEMS HK LIMITED,Certificate,All IT,Trading,"['IT (Systems / Technical Support)', 'IT (Network & System)', 'IT (Hardware)', 'IT (Application - Software)']",助理技術員,General,Kwun Tong District / Kwun Tong,Posting Date: 2020-08-21,"$10,000 - $12,000",--
"['', 'Bank Holiday', '', 'Five-Day Work']",EPOINT SYSTEMS HK LIMITED,Certificate,All IT,Trading,"['IT (Hardware)', 'IT (Network & System)', 'IT (Systems / Technical Support)', 'IT (Application - Software)']",POS技術員 ,General,Kwun Tong District / Kwun TongOverseas,Posting Date: 2020-08-21,"$12,000 - $15,000",2
"['', 'Double Pay', '', 'Five-Day Work']",Leader Lab Software Limited,Diploma,All IT,Information Technology,"['IT (System Administrator)', 'IT (Network & System)', 'IT (Systems / Technical Support)', 'IT (Others)', 'Fresh Graduate (Fresh Graduate)']",ERP系統技術支援員,General,Shatin District / Fo Tan,Posting Date: 2020-08-21,--,1
,CL Technical Services Ltd,DSE ,All IT,Information Technology,"['IT (Systems / Technical Support)', 'IT (Network & System)', 'IT (Hardware)']",School IT Support (學校資訊科技員) $12-14K,General,Eastern District / Chai WanHong Kong / Hong Kong,Posting Date: 2020-08-21,--,1-3
,Hong Kong Conservatory of Music Ltd,Certificate,All IT,Association / Organization / Social Service / NGO,"['Design (Web Designer)', 'IT (Software / Web Developer)', 'IT (Program Specialist)', 'IT (Others)']",網頁設計、開發及編寫網頁程式員(兼職),General,Kwai Tsing District / Kwai Chung,Posting Date: 2020-08-21,$70 - $100,2
,Hong Kong Conservatory of Music Ltd,Certificate,All IT,Association / Organization / Social Service / NGO,"['Design (Web Designer)', 'IT (Software / Web Developer)', 'IT (Program Specialist)', 'IT (Others)']",網頁設計、開發及編寫網頁程式員,General,Kwai Tsing District / Kwai Chung,Posting Date: 2020-08-21,"$14,000",2
,Rentech Service Limited,Associate Degree / Higher Diploma,All IT,Convention & Exhibition Services,"['IT (IT Project Management / Team Lead)', 'IT (Network & System)', 'IT (Application - Network)', 'IT (Others)', 'Fresh Graduate (Fresh Graduate)']",Senior Programmer / Lead Manager ( Software System and Web Development),General,,Posting Date: 2020-08-21,--,3
,Rentech Service Limited,--,All IT,Convention & Exhibition Services,"['IT (Systems / Technical Support)', 'IT (Network & System)', 'IT (Others)']",Technical Services Engineer – Exhibitions /Events / I.T Services,General,,Posting Date: 2020-08-21,--,--
,Rentech Service Limited,--,All IT,Convention & Exhibition Services,"['IT (Mobile Applications Developer)', 'IT (Mobile / Wireless Communications)', 'IT (Software / Web Developer)', 'IT (Others)', 'Fresh Graduate (Fresh Graduate)']",Programmer ( Mobile Apps and/ or Web Development),General,,Posting Date: 2020-08-21,--,--
"['', 'Five-Day Work', '', 'Life Insurance', '', 'Medical Insurance', '', 'Performance Bonus', '', 'Travel Allowance']",EAB Systems,--,All IT,Information Technology,"['IT (Application - Software)', 'IT (Software / Web Developer)', 'IT (Technical / Functional Consulting)', 'IT (Mobile Applications Developer)']",Enterprise Application Architect / Senior Systems Analyst - Mobile Application,Middle,Kwun Tong District / Kowloon Bay,Posting Date: 2020-08-21,--,5-10
"['', 'Five-Day Work', '', 'Life Insurance', '', 'Medical Insurance', '', 'Performance Bonus', '', 'Travel Allowance']",EAB Systems,Associate Degree / Higher Diploma,All IT,Information Technology,"['IT (Application - Software)', 'IT (Software / Web Developer)', 'IT (Technical / Functional Consulting)']",React.js / ReactNative Developer ( Full stack) - Programmer Analyst / Software Engineer,Middle,Kwun Tong District / Kowloon Bay,Posting Date: 2020-08-21,--,2
"['', 'Five-Day Work', '', 'Life Insurance', '', 'Medical Insurance', '', 'Performance Bonus', '', 'Travel Allowance']",EAB Systems,Associate Degree / Higher Diploma,All IT,Information Technology,"['IT (Application - Software)', 'IT (Software / Web Developer)', 'IT (Technical / Functional Consulting)']",Senior Systems Analyst / Senior Software Engineer (Reactjs/ReactNative or equivalent),Middle,Kwun Tong District / Kowloon Bay,Posting Date: 2020-08-21,--,5 or above
"['', 'Five-Day Work', '', 'Life Insurance', '', 'Medical Insurance', '', 'Performance Bonus', '', 'Travel Allowance']",EAB Systems,Associate Degree / Higher Diploma,All IT,Information Technology,"['IT (Application - Software)', 'IT (Software / Web Developer)', 'IT (Technical / Functional Consulting)']",Frontend Developer (Software Engineer) - React.js / ReactNative,Middle,Kwun Tong District / Kowloon Bay,Posting Date: 2020-08-21,--,2 or above
